GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20308471		9606	BHF-UCL	has_input(CHEBI:15367)	20141003
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0005801	IDA	PMID:1898728		9606	GO_Central		20180216
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17179145		9606	UniProt		20140530
UniProtKB	P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:4911)	20140529
UniProtKB	P22309-1	UGT1A1	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
UniProtKB	P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18177842		9606	UniProt		20201019
UniProtKB	P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:24641623		9606	UniProt		20201019
UniProtKB	P22310	UGT1A4	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P22310	UGT1A4	enables	GO:0015020	F	ECO:0005801	IDA	PMID:1898728		9606	GO_Central		20180216
UniProtKB	P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:45951)	20140529
UniProtKB	P22310-1	UGT1A4	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
UniProtKB	P26572	MGAT1	enables	GO:0003827	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0034521|PANTHER:PTN000049378|TAIR:locus:2120993|UniProtKB:P26572|WB:WBGene00001637|WB:WBGene00001639	9606	GO_Central		20200807
UniProtKB	P26572	MGAT1	enables	GO:0003827	F	ECO:0000314	IDA	PMID:1702225		9606	UniProt		20180918
UniProtKB	P26572	MGAT1	enables	GO:0008375	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004139	9606	InterPro		20201205
UniProtKB	P26572	MGAT1	enables	GO:0003827	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.101	9606	UniProt		20201205
UniProtKB	P26572	MGAT1	enables	GO:0003827	F	ECO:0000304	TAS	Reactome:R-HSA-964768		9606	Reactome		20100917
UniProtKB	P26572	MGAT1	enables	GO:0008375	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27808|ensembl:ENSMUSP00000126303	9606	Ensembl		20201205
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20308471		9606	BHF-UCL	has_input(CHEBI:15367)	20141003
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17179145		9606	UniProt		20140530
UniProtKB	P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:16755)	20140529
UniProtKB	P35503-1	UGT1A3	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
UniProtKB	P35504	UGT1A5	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P35573	AGL	enables	GO:0004134	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000060165|RGD:1306376|SGD:S000006388|UniProtKB:P35573	9606	GO_Central		20170228
UniProtKB	P35573	AGL	enables	GO:0004134	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006421|InterPro:IPR010401	9606	InterPro		20201205
UniProtKB	P35573	AGL	enables	GO:0004134	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.25	9606	UniProt		20201205
UniProtKB	P35573	AGL	enables	GO:0102500	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.25	9606	UniProt		20201205
UniProtKB	P35573	AGL	enables	GO:0004134	F	ECO:0000269	EXP	PMID:2961257		9606	Reactome		20150207
UniProtKB	P35573	AGL	enables	GO:0004134	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4AEH9|ensembl:ENSRNOP00000052593	9606	Ensembl		20201205
UniProtKB	P37287	PIGA	enables	GO:0017176	F	ECO:0000304	TAS	PMID:16162815		9606	HGNC-UCL		20060301
UniProtKB	P37287	PIGA	enables	GO:0017176	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000282535|SGD:S000006096	9606	GO_Central		20170228
UniProtKB	P37287	PIGA	enables	GO:0017176	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039507	9606	InterPro		20201205
UniProtKB	P37287	PIGA	enables	GO:0017176	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.198	9606	UniProt		20201205
UniProtKB	P43490	NAMPT	enables	GO:0004514	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036068	9606	InterPro		20201205
UniProtKB	P43490	NAMPT	enables	GO:0047280	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.12	9606	UniProt		20201205
UniProtKB	P43490	NAMPT	enables	GO:0047280	F	ECO:0000304	TAS	Reactome:R-HSA-197250		9606	Reactome		20150207
UniProtKB	P46976	GYG1	enables	GO:0102751	F	ECO:0000314	IDA	PMID:30356213		9606	UniProt		20181112
UniProtKB	P46976	GYG1	enables	GO:0102751	F	ECO:0000314	IDA	PMID:22160680		9606	UniProt		20181112
UniProtKB	P46976	GYG1	enables	GO:0008466	F	ECO:0000314	IDA	PMID:30356213		9606	UniProt		20181112
UniProtKB	P46976	GYG1	enables	GO:0008466	F	ECO:0000314	IDA	PMID:22160680		9606	UniProt		20181112
UniProtKB	P46976	GYG1	enables	GO:0008466	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
UniProtKB	P46976	GYG1	enables	GO:0102751	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
UniProtKB	P46976	GYG1	enables	GO:0008466	F	ECO:0000269	EXP	PMID:20357282		9606	Reactome		20130502
UniProtKB	P46977	STT3A	enables	GO:0004579	F	ECO:0000315	IMP	PMID:22467853		9606	ARUK-UCL		20200131
UniProtKB	P46977	STT3A	enables	GO:0004579	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000356208|UniProtKB:E2RG47|UniProtKB:F1PJP5|UniProtKB:P46977|UniProtKB:Q8TCJ2	9606	GO_Central		20200808
UniProtKB	P46977	STT3A	enables	GO:0004579	F	ECO:0000315	IMP	PMID:19167329		9606	UniProt		20120920
UniProtKB	P46977	STT3A	enables	GO:0004576	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003674	9606	InterPro		20201205
UniProtKB	P46977	STT3A	enables	GO:0004579	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.99.18	9606	UniProt		20201205
UniProtKB	P46977	STT3A	enables	GO:0004579	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1PJP5	9606	UniProt		20200128
UniProtKB	P51993	FUT6	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
UniProtKB	P51993	FUT6	enables	GO:0017083	F	ECO:0000314	IDA	PMID:9363434		9606	UniProt		20200309
UniProtKB	P51993	FUT6	enables	GO:0017083	F	ECO:0000314	IDA	PMID:17604274		9606	UniProt		20200306
UniProtKB	P51993	FUT6	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
UniProtKB	P51993	FUT6	enables	GO:0008417	F	ECO:0000304	TAS	PMID:8175676		9606	PINC		20030904
UniProtKB	P51993	FUT6	enables	GO:0017083	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.152	9606	UniProt		20201205
UniProtKB	P51993	FUT6	enables	GO:0008417	F	ECO:0000314	IDA	PMID:17604274		9606	BHF-UCL		20170614
UniProtKB	P51993	FUT6	enables	GO:0046920	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
UniProtKB	P52961	ART1	enables	GO:0003950	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107511|MGI:MGI:107948|PANTHER:PTN001619882|UniProtKB:P55806|UniProtKB:P55807	9606	GO_Central		20180112
UniProtKB	P52961	ART1	enables	GO:0003956	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000768	9606	InterPro		20201205
UniProtKB	P52961	ART1	enables	GO:0003950	F	ECO:0000304	TAS	PMID:7947688		9606	PINC		20030904
UniProtKB	P52961	ART1	enables	GO:0106275	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.31	9606	UniProt		20201205
UniProtKB	P52961	ART1	enables	GO:0003956	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.31	9606	UniProt		20201205
UniProtKB	P52961	ART1	enables	GO:0106274	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.31	9606	UniProt		20201205
UniProtKB	P52961	ART1	enables	GO:0003956	F	ECO:0000304	TAS	Reactome:R-HSA-1972385		9606	Reactome		20160315
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0266064|MGI:MGI:101805|PANTHER:PTN001300778|RGD:1589798|RGD:2773|SGD:S000001911|SGD:S000004248|UniProtKB:P13807|UniProtKB:P54840|dictyBase:DDB_G0267674	9606	GO_Central		20181120
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008631	9606	InterPro		20201205
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.11	9606	UniProt		20201205
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000269	EXP	PMID:9691087		9606	Reactome		20130502
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000314	IDA	PMID:1731614		9606	UniProt		20060104
UniProtKB	P54840	GYS2	enables	GO:0004373	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P17625	9606	UniProt		20060104
UniProtKB	P54855	UGT2B15	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
UniProtKB	P54855	UGT2B15	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
UniProtKB	P54855	UGT2B15	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
UniProtKB	P54855	UGT2B15	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt		20140529
UniProtKB	P57054	PIGP	enables	GO:0017176	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016542	9606	InterPro		20201205
UniProtKB	P61647	ST8SIA6	enables	GO:0003828	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:106018|MGI:MGI:106019|MGI:MGI:106020|MGI:MGI:109243|PANTHER:PTN000241531|UniProtKB:O43173|UniProtKB:Q92185|UniProtKB:Q92186|UniProtKB:Q92187	9606	GO_Central		20201024
UniProtKB	P61647	ST8SIA6	enables	GO:0008373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001675|InterPro:IPR012163	9606	InterPro		20201205
UniProtKB	P61647	ST8SIA6	enables	GO:0008373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K4T1|ensembl:ENSMUSP00000003509	9606	Ensembl		20201205
UniProtKB	P61647	ST8SIA6	enables	GO:0008373	F	ECO:0000250	ISS	PMID:11980897	UniProtKB:Q8K4T1	9606	BHF-UCL		20110720
UniProtKB	Q00973	B4GALNT1	enables	GO:0008376	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1342057|PANTHER:PTN001285720|RGD:620490|UniProtKB:Q00973|UniProtKB:Q8NHY0	9606	GO_Central		20200313
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000314	IDA	PMID:7487055		9606	UniProt		20200113
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000314	IDA	PMID:7890749		9606	UniProt		20200113
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000315	IMP	PMID:1601877		9606	UniProt		20170116
UniProtKB	Q00973	B4GALNT1	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011143	9606	InterPro		20201205
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000304	TAS	PMID:8702839		9606	PINC		20030904
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.92	9606	UniProt		20201205
UniProtKB	Q00973	B4GALNT1	enables	GO:0008376	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q10468|ensembl:ENSRNOP00000048586	9606	Ensembl		20201205
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q10468|ensembl:ENSRNOP00000048586	9606	Ensembl		20201205
UniProtKB	Q00973	B4GALNT1	enables	GO:0003947	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q09200|ensembl:ENSMUSP00000006914	9606	Ensembl		20201205
UniProtKB	Q02742	GCNT1	enables	GO:0003829	F	ECO:0000304	TAS	PMID:1329093		9606	PINC		20030904
UniProtKB	Q02742	GCNT1	enables	GO:0003829	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.102	9606	UniProt		20201205
UniProtKB	Q02742	GCNT1	enables	GO:0003829	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64165|ensembl:ENSRNOP00000066013	9606	Ensembl		20201205
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000040010|SGD:S000000737|TAIR:locus:2044903|TAIR:locus:2144608|UniProtKB:A0A0G2JTB2|UniProtKB:P07762|UniProtKB:P9WN45|UniProtKB:Q04446	9606	GO_Central		20170616
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000314	IDA	PMID:26199317		9606	UniProt		20161114
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037439	9606	InterPro		20201205
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000304	TAS	PMID:8613547		9606	PINC		20030904
UniProtKB	Q04446	GBE1	enables	GO:0102752	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.18	9606	UniProt		20201205
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.18	9606	UniProt		20201205
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000269	EXP	PMID:8613547		9606	Reactome		20130624
UniProtKB	Q04446	GBE1	enables	GO:0003844	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0G2JTB2|ensembl:ENSRNOP00000068640	9606	Ensembl		20201205
UniProtKB	Q06203	PPAT	enables	GO:0004044	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004901|PANTHER:PTN000225535|PomBase:SPAC4D7.08c|RGD:620237|SGD:S000004915|TAIR:locus:2139549|UniProtKB:P0AG16	9606	GO_Central		20200625
UniProtKB	Q06203	PPAT	enables	GO:0004044	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005854	9606	InterPro		20201205
UniProtKB	Q06203	PPAT	enables	GO:0004044	F	ECO:0000304	TAS	PMID:8106516		9606	PINC		20030904
UniProtKB	Q06203	PPAT	enables	GO:0004044	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.14	9606	UniProt		20201205
UniProtKB	Q06203	PPAT	enables	GO:0004044	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35433|ensembl:ENSRNOP00000002905	9606	Ensembl		20201205
UniProtKB	Q09327	MGAT3	enables	GO:0003830	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q10470	9606	UniProt		20181005
UniProtKB	Q09327	MGAT3	enables	GO:0003830	F	ECO:0000315	IMP	PMID:19403558		9606	UniProt		20181009
UniProtKB	Q09327	MGAT3	enables	GO:0003830	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006813	9606	InterPro		20201205
UniProtKB	Q09327	MGAT3	enables	GO:0003830	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.144	9606	UniProt		20201205
UniProtKB	Q09327	MGAT3	enables	GO:0003830	F	ECO:0000304	TAS	Reactome:R-HSA-975926		9606	Reactome		20101008
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000314	IDA	PMID:24846175		9606	ARUK-UCL	has_input(UniProtKB:O14522),part_of(GO:0006487)	20180803
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:3606200|MGI:MGI:894701|PANTHER:PTN001030899|UniProtKB:Q09328|UniProtKB:Q3V5L5	9606	GO_Central		20200808
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000314	IDA	PMID:30140003		9606	UniProt		20180919
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000314	IDA	PMID:10395745		9606	UniProt		20180919
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026116	9606	InterPro		20201205
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.155	9606	UniProt		20201205
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000304	TAS	Reactome:R-HSA-975916		9606	Reactome		20150207
UniProtKB	Q09328	MGAT5	enables	GO:0008375	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R4G6|ensembl:ENSMUSP00000038359	9606	Ensembl		20201205
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R4G6|ensembl:ENSMUSP00000038359	9606	Ensembl		20201205
UniProtKB	Q09328	MGAT5	enables	GO:0030144	F	ECO:0000303	NAS	PMID:8292036		9606	UniProt		20010823
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2384966|PANTHER:PTN000305532|RGD:620098|TAIR:locus:2051279|UniProtKB:Q10469	9606	GO_Central		20191206
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000314	IDA	PMID:29666272		9606	UniProt		20180917
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000314	IDA	PMID:7635144		9606	UniProt		20180917
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000315	IMP	PMID:8808595		9606	UniProt		20180917
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007754	9606	InterPro		20201205
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.143	9606	UniProt		20201205
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000304	TAS	Reactome:R-HSA-975829		9606	Reactome		20101004
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q921V5|ensembl:ENSMUSP00000057905	9606	Ensembl		20201205
UniProtKB	Q10469	MGAT2	enables	GO:0008455	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q09326|ensembl:ENSRNOP00000005608	9606	Ensembl		20201205
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000314	IDA	PMID:16434399		9606	UniProt		20131121
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.41	9606	UniProt		20201205
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000314	IDA	PMID:12438318		9606	BHF-UCL		20080305
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000314	IDA	PMID:9295285		9606	BHF-UCL		20080306
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000314	IDA	PMID:19460755		9606	GO_Central		20141114
UniProtKB	Q10471	GALNT2	enables	GO:0004653	F	ECO:0000314	IDA	PMID:18562306		9606	GO_Central		20141114
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000304	TAS	PMID:7592619		9606	PINC		20030904
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.41	9606	UniProt		20201205
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q10473|ensembl:ENSRNOP00000022117	9606	Ensembl		20201205
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08912|ensembl:ENSMUSP00000132142	9606	Ensembl		20201205
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000314	IDA	PMID:9295285		9606	BHF-UCL		20080306
UniProtKB	Q10472	GALNT1	enables	GO:0004653	F	ECO:0000314	IDA	PMID:22186971		9606	UniProt		20170728
UniProtKB	Q10981	FUT2	enables	GO:0008107	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109374|MGI:MGI:109375|MGI:MGI:1928893|PANTHER:PTN000231475|RGD:2639	9606	GO_Central		20170228
UniProtKB	Q10981	FUT2	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q28113	9606	UniProt		20200117
UniProtKB	Q10981	FUT2	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9JL27	9606	UniProt		20200120
UniProtKB	Q10981	FUT2	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q10984	9606	UniProt		20200120
UniProtKB	Q10981	FUT2	enables	GO:0008107	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002516	9606	InterPro		20201205
UniProtKB	Q10981	FUT2	enables	GO:0008417	F	ECO:0000304	TAS	PMID:7876235		9606	PINC		20050308
UniProtKB	Q10981	FUT2	enables	GO:0008107	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.69	9606	UniProt		20201205
UniProtKB	Q10981	FUT2	enables	GO:0031127	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JL27|ensembl:ENSMUSP00000063719	9606	Ensembl		20201205
UniProtKB	Q10981	FUT2	enables	GO:0008417	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JL27|ensembl:ENSMUSP00000063719	9606	Ensembl		20201205
UniProtKB	Q10981	FUT2	enables	GO:0008107	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JL27|ensembl:ENSMUSP00000063719	9606	Ensembl		20201205
UniProtKB	Q10981	FUT2	enables	GO:0008107	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20041022
UniProtKB	Q11128	FUT5	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
UniProtKB	Q11128	FUT5	enables	GO:0017060	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
UniProtKB	Q11128	FUT5	enables	GO:0017060	F	ECO:0000314	IDA	PMID:14718375		9606	UniProt		20200312
UniProtKB	Q11128	FUT5	enables	GO:0017060	F	ECO:0000314	IDA	PMID:9737988		9606	UniProt		20200313
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000314	IDA	PMID:17604274		9606	UniProt		20200313
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000314	IDA	PMID:9737988		9606	UniProt		20200313
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000314	IDA	PMID:14718375		9606	UniProt		20200312
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000314	IDA	PMID:7721776		9606	UniProt		20200312
UniProtKB	Q11128	FUT5	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
UniProtKB	Q11128	FUT5	enables	GO:0008417	F	ECO:0000304	TAS	PMID:1339443		9606	PINC		20030904
UniProtKB	Q11128	FUT5	enables	GO:0017083	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.152	9606	UniProt		20201205
UniProtKB	Q11128	FUT5	enables	GO:0017060	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.65	9606	UniProt		20201205
UniProtKB	Q11128	FUT5	enables	GO:0008417	F	ECO:0000314	IDA	PMID:17604274		9606	BHF-UCL		20170614
UniProtKB	Q11128	FUT5	enables	GO:0008417	F	ECO:0000314	IDA	PMID:7721776		9606	BHF-UCL		20170614
UniProtKB	Q11128	FUT5	enables	GO:0046920	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
UniProtKB	Q11130	FUT7	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
UniProtKB	Q11130	FUT7	enables	GO:0008417	F	ECO:0000314	IDA	PMID:11404359		9606	UniProt		20170901
UniProtKB	Q11130	FUT7	enables	GO:0017083	F	ECO:0000314	IDA	PMID:9473504		9606	UniProt		20191107
UniProtKB	Q11130	FUT7	enables	GO:0046920	F	ECO:0000314	IDA	PMID:9405391		9606	UniProt		20191028
